year,month,gear,ocean,lon,lat,tonnes
1973,6,LL,Indian,110,-40,0
1973,6,LL,Indian,130,-45,0
1973,6,LL,Indian,130,-40,2
1973,6,LL,Indian,135,-45,10
1973,6,LL,Indian,135,-40,7
1973,6,LL,Indian,140,-45,56
1973,6,LL,Indian,140,-40,5
1973,6,LL,Indian,145,-45,14
1973,6,LL,Indian,145,-40,102
1973,6,LL,Pacific,-180,-35,27
1973,6,LL,Pacific,150,-40,11
1973,6,LL,Pacific,150,-35,"1,582"
1973,6,LL,Pacific,150,-30,6
1973,6,LL,Pacific,150,-25,2
1973,6,LL,Pacific,155,-35,3
1973,6,LL,Pacific,155,-30,0
1973,6,LL,Pacific,170,-30,0
1973,6,LL,Pacific,175,-40,9
1973,6,LL,Pacific,175,-35,890
1973,6,LL,Pacific,175,-30,3
1973,6,SURF,Indian,NA,NA,88
1973,7,LL,Atlantic,-15,-40,0
1973,7,LL,Atlantic,-15,-35,0
1973,7,LL,Atlantic,-10,-40,8
1973,7,LL,Atlantic,-5,-40,0
1973,7,LL,Atlantic,5,-40,0
1973,7,LL,Atlantic,5,-35,0
1973,7,LL,Atlantic,10,-40,9
1973,7,LL,Atlantic,10,-35,2
1973,7,LL,Atlantic,15,-40,59
1973,7,LL,Atlantic,15,-35,3
1973,7,LL,Indian,20,-40,65
1973,7,LL,Indian,20,-35,5
1973,7,LL,Indian,25,-40,594
1973,7,LL,Indian,25,-35,231
1973,7,LL,Indian,30,-40,376
1973,7,LL,Indian,30,-35,236
1973,7,LL,Indian,35,-40,303
1973,7,LL,Indian,35,-35,346
1973,7,LL,Indian,40,-40,11
1973,7,LL,Indian,40,-35,9
1973,7,LL,Indian,45,-40,31
1973,7,LL,Indian,80,-35,1
1973,7,LL,Indian,85,-30,1
1973,7,LL,Indian,85,-25,1
1973,7,LL,Indian,90,-40,53
1973,7,LL,Indian,90,-35,13
1973,7,LL,Indian,95,-40,65
1973,7,LL,Indian,95,-35,13
1973,7,LL,Indian,95,-30,2
1973,7,LL,Indian,95,-25,0
1973,7,LL,Indian,100,-40,27
1973,7,LL,Indian,100,-35,37
1973,7,LL,Indian,100,-30,0
1973,7,LL,Indian,100,-25,0
1973,7,LL,Indian,105,-40,6
1973,7,LL,Indian,105,-35,20
1973,7,LL,Indian,135,-45,1
1973,7,LL,Indian,140,-45,34
1973,7,LL,Indian,140,-40,1
1973,7,LL,Indian,145,-45,21
1973,7,LL,Indian,145,-40,4
1973,7,LL,Pacific,-100,-40,0
1973,7,LL,Pacific,150,-35,"1,598"
1973,7,LL,Pacific,150,-30,3
1973,7,LL,Pacific,155,-35,25
1973,7,LL,Pacific,155,-30,1
1973,7,LL,Pacific,160,-30,1
1973,7,LL,Pacific,170,-35,2
1973,7,LL,Pacific,175,-35,711
1973,8,LL,Atlantic,10,-40,12
1973,8,LL,Atlantic,10,-35,2
1973,8,LL,Atlantic,15,-40,41
1973,8,LL,Atlantic,15,-35,24
1973,8,LL,Indian,20,-40,50
1973,8,LL,Indian,20,-35,44
1973,8,LL,Indian,25,-40,256
1973,8,LL,Indian,25,-35,145
1973,8,LL,Indian,30,-40,779
1973,8,LL,Indian,30,-35,494
1973,8,LL,Indian,35,-40,6
1973,8,LL,Indian,35,-35,592
1973,8,LL,Indian,75,-40,5
1973,8,LL,Indian,80,-40,5
1973,8,LL,Indian,90,-40,6
1973,8,LL,Indian,90,-35,5
1973,8,LL,Indian,95,-40,75
1973,8,LL,Indian,95,-35,81
1973,8,LL,Indian,95,-25,1
1973,8,LL,Indian,100,-40,77
1973,8,LL,Indian,100,-35,306
1973,8,LL,Indian,100,-30,1
1973,8,LL,Indian,100,-25,1
1973,8,LL,Indian,105,-40,92
1973,8,LL,Indian,105,-35,94
1973,8,LL,Indian,105,-25,0
1973,8,LL,Indian,110,-40,5
1973,8,LL,Indian,110,-35,0
1973,8,LL,Indian,140,-45,48
1973,8,LL,Indian,140,-40,10
1973,8,LL,Indian,145,-45,69
1973,8,LL,Indian,145,-40,20
1973,8,LL,Pacific,-180,-35,9
1973,8,LL,Pacific,-100,-30,0
1973,8,LL,Pacific,-90,-25,2
1973,8,LL,Pacific,-85,-25,0
1973,8,LL,Pacific,150,-35,605
1973,8,LL,Pacific,150,-30,0
1973,8,LL,Pacific,155,-35,34
1973,8,LL,Pacific,155,-30,2
1973,8,LL,Pacific,160,-30,1
1973,8,LL,Pacific,165,-30,0
1973,8,LL,Pacific,170,-30,1
1973,8,LL,Pacific,175,-35,231
1973,8,SURF,Indian,NA,NA,40
1973,9,LL,Atlantic,10,-35,0
1973,9,LL,Atlantic,15,-40,20
1973,9,LL,Atlantic,15,-35,18
1973,9,LL,Indian,20,-40,76
1973,9,LL,Indian,20,-35,52
1973,9,LL,Indian,25,-40,303
1973,9,LL,Indian,25,-35,81
1973,9,LL,Indian,30,-40,112
1973,9,LL,Indian,30,-35,142
1973,9,LL,Indian,35,-40,1
1973,9,LL,Indian,35,-35,152
1973,9,LL,Indian,85,-25,0
1973,9,LL,Indian,90,-40,1
1973,9,LL,Indian,90,-35,6
1973,9,LL,Indian,95,-40,34
1973,9,LL,Indian,95,-35,242
1973,9,LL,Indian,95,-30,0
1973,9,LL,Indian,95,-25,1
1973,9,LL,Indian,100,-40,30
1973,9,LL,Indian,100,-35,232
1973,9,LL,Indian,100,-25,0
1973,9,LL,Indian,105,-40,27
1973,9,LL,Indian,105,-35,100
1973,9,LL,Indian,110,-35,2
1973,9,LL,Indian,110,-30,1
1973,9,LL,Indian,110,-15,0
1973,9,LL,Indian,115,-15,2
1973,9,LL,Indian,135,-45,0
1973,9,LL,Indian,135,-40,7
1973,9,LL,Indian,135,-35,0
1973,9,LL,Indian,140,-45,13
1973,9,LL,Indian,140,-40,23
1973,9,LL,Indian,145,-45,10
1973,9,LL,Indian,145,-40,35
1973,9,LL,Pacific,-100,-30,1
1973,9,LL,Pacific,-100,-25,0
1973,9,LL,Pacific,-95,-25,0
1973,9,LL,Pacific,-90,-30,0
1973,9,LL,Pacific,-90,-25,3
1973,9,LL,Pacific,-90,-20,0
1973,9,LL,Pacific,150,-35,163
1973,9,LL,Pacific,150,-30,0
1973,9,LL,Pacific,155,-35,107
1973,9,LL,Pacific,155,-30,0
1973,9,SURF,Pacific,NA,NA,292
1973,10,LL,Atlantic,0,-15,0
1973,10,LL,Atlantic,5,-35,0
1973,10,LL,Atlantic,5,-25,0
1973,10,LL,Atlantic,10,-35,41
1973,10,LL,Atlantic,15,-35,3
1973,10,LL,Atlantic,15,-30,0
1973,10,LL,Indian,20,-35,4
1973,10,LL,Indian,25,-40,2
1973,10,LL,Indian,25,-35,6
1973,10,LL,Indian,30,-35,30
1973,10,LL,Indian,35,-40,4
1973,10,LL,Indian,35,-35,299
1973,10,LL,Indian,40,-35,0
1973,10,LL,Indian,85,-35,0
1973,10,LL,Indian,90,-40,1
1973,10,LL,Indian,90,-35,18
1973,10,LL,Indian,95,-40,8
1973,10,LL,Indian,95,-35,132
1973,10,LL,Indian,95,-30,3
1973,10,LL,Indian,95,-25,5
1973,10,LL,Indian,100,-40,11
1973,10,LL,Indian,100,-35,100
1973,10,LL,Indian,100,-30,6
1973,10,LL,Indian,100,-25,9
1973,10,LL,Indian,105,-40,6
1973,10,LL,Indian,105,-35,63
1973,10,LL,Indian,105,-25,0
1973,10,LL,Indian,110,-40,4
1973,10,LL,Indian,110,-35,176
1973,10,LL,Indian,110,-30,3
1973,10,LL,Indian,110,-15,3
1973,10,LL,Indian,110,-10,0
1973,10,LL,Indian,115,-40,2
1973,10,LL,Indian,115,-35,18
1973,10,LL,Indian,115,-15,10
1973,10,LL,Indian,120,-40,0
1973,10,LL,Indian,120,-10,0
1973,10,LL,Indian,125,-40,8
1973,10,LL,Indian,125,-35,1
1973,10,LL,Indian,130,-45,1
1973,10,LL,Indian,130,-40,13
1973,10,LL,Indian,130,-35,0
1973,10,LL,Indian,135,-45,1
1973,10,LL,Indian,135,-40,1
1973,10,LL,Indian,140,-45,9
1973,10,LL,Indian,140,-40,31
1973,10,LL,Indian,145,-45,11
1973,10,LL,Indian,145,-40,68
1973,10,LL,Pacific,-100,-30,0
1973,10,LL,Pacific,-95,-25,0
1973,10,LL,Pacific,-90,-25,0
1973,10,LL,Pacific,-90,-20,0
1973,10,LL,Pacific,150,-35,143
1973,10,LL,Pacific,150,-30,6
1973,10,LL,Pacific,155,-35,2
1973,10,LL,Pacific,155,-30,0
1973,10,SURF,Pacific,NA,NA,843
1973,11,LL,Atlantic,10,-25,0
1973,11,LL,Atlantic,15,-35,0
1973,11,LL,Indian,20,-35,0
1973,11,LL,Indian,30,-35,17
1973,11,LL,Indian,35,-40,1
1973,11,LL,Indian,35,-35,30
1973,11,LL,Indian,90,-35,9
1973,11,LL,Indian,95,-40,79
1973,11,LL,Indian,95,-35,99
1973,11,LL,Indian,95,-25,0
1973,11,LL,Indian,100,-40,30
1973,11,LL,Indian,100,-35,43
1973,11,LL,Indian,100,-30,5
1973,11,LL,Indian,105,-40,5
1973,11,LL,Indian,105,-35,8
1973,11,LL,Indian,105,-30,11
1973,11,LL,Indian,105,-25,0
1973,11,LL,Indian,105,-10,0
1973,11,LL,Indian,110,-40,10
1973,11,LL,Indian,110,-35,74
1973,11,LL,Indian,110,-30,2
1973,11,LL,Indian,110,-15,1
1973,11,LL,Indian,110,-10,0
1973,11,LL,Indian,115,-40,64
1973,11,LL,Indian,115,-35,215
1973,11,LL,Indian,115,-15,4
1973,11,LL,Indian,115,-10,1
1973,11,LL,Indian,120,-40,101
1973,11,LL,Indian,120,-35,23
1973,11,LL,Indian,120,-10,1
1973,11,LL,Indian,125,-45,1
1973,11,LL,Indian,125,-40,14
1973,11,LL,Indian,130,-45,17
1973,11,LL,Indian,130,-40,3
1973,11,LL,Indian,135,-45,9
1973,11,LL,Indian,135,-40,2
1973,11,LL,Indian,140,-45,78
1973,11,LL,Indian,140,-40,8
1973,11,LL,Indian,145,-45,28
1973,11,LL,Indian,145,-40,35
1973,11,LL,Pacific,150,-40,0
1973,11,LL,Pacific,155,-30,0
1973,11,LL,Pacific,155,-25,0
1973,11,SURF,Pacific,NA,NA,733
1973,12,LL,Atlantic,5,-40,0
1973,12,LL,Atlantic,10,-40,6
1973,12,LL,Atlantic,15,-40,0
1973,12,LL,Indian,25,-40,0
1973,12,LL,Indian,90,-40,1
1973,12,LL,Indian,90,-30,4
1973,12,LL,Indian,95,-40,71
1973,12,LL,Indian,95,-35,3
1973,12,LL,Indian,95,-30,1
1973,12,LL,Indian,100,-45,1
1973,12,LL,Indian,100,-40,37
1973,12,LL,Indian,100,-30,2
1973,12,LL,Indian,105,-45,0
1973,12,LL,Indian,105,-40,1
1973,12,LL,Indian,105,-30,1
1973,12,LL,Indian,105,-10,1
1973,12,LL,Indian,110,-40,0
1973,12,LL,Indian,110,-35,0
1973,12,LL,Indian,110,-30,7
1973,12,LL,Indian,110,-15,0
1973,12,LL,Indian,115,-40,17
1973,12,LL,Indian,115,-35,17
1973,12,LL,Indian,115,-15,2
1973,12,LL,Indian,120,-40,7
1973,12,LL,Indian,120,-10,0
1973,12,LL,Indian,125,-45,2
1973,12,LL,Indian,125,-40,4
1973,12,LL,Indian,130,-45,4
1973,12,LL,Indian,130,-40,3
1973,12,LL,Indian,135,-45,68
1973,12,LL,Indian,135,-40,1
1973,12,LL,Indian,140,-45,208
1973,12,LL,Indian,140,-40,2
1973,12,LL,Indian,145,-45,58
1973,12,LL,Indian,145,-40,3
1973,12,LL,Pacific,170,-45,0
1973,12,SURF,Indian,NA,NA,25
1973,12,SURF,Pacific,NA,NA,111
1974,NA,LL,Indian,NA,NA,100
1974,1,LL,Atlantic,0,-40,0
1974,1,LL,Atlantic,5,-40,0
1974,1,LL,Atlantic,10,-40,295
1974,1,LL,Atlantic,10,-35,42
1974,1,LL,Atlantic,15,-40,48
1974,1,LL,Atlantic,15,-35,5
1974,1,LL,Indian,50,-40,0
1974,1,LL,Indian,90,-30,4
1974,1,LL,Indian,95,-30,2
1974,1,LL,Indian,100,-30,2
1974,1,LL,Indian,100,-10,2
1974,1,LL,Indian,100,-5,0
1974,1,LL,Indian,105,-10,1
1974,1,LL,Indian,110,-35,0
1974,1,LL,Indian,110,-30,1
1974,1,LL,Indian,110,-15,1
1974,1,LL,Indian,115,-45,0
1974,1,LL,Indian,115,-35,0
1974,1,LL,Indian,115,-15,19
1974,1,LL,Indian,115,-10,0
1974,1,LL,Indian,120,-45,1
1974,1,LL,Indian,125,-45,0
1974,1,LL,Indian,130,-45,9
1974,1,LL,Indian,135,-45,64
1974,1,LL,Indian,135,-40,0
1974,1,LL,Indian,140,-45,156
1974,1,LL,Indian,140,-40,1
1974,1,LL,Indian,145,-45,98
1974,1,LL,Indian,145,-40,2
1974,1,LL,Pacific,150,-45,1
1974,1,LL,Pacific,170,-45,32
1974,1,LL,Pacific,170,-40,1
1974,1,LL,Pacific,170,-30,0
1974,1,LL,Pacific,175,-45,0
1974,1,LL,Pacific,175,-40,0
1974,1,LL,Pacific,175,-35,0
1974,1,SURF,Indian,NA,NA,"2,179"
1974,2,LL,Atlantic,-5,-40,0
1974,2,LL,Atlantic,5,-40,1
1974,2,LL,Atlantic,5,-35,1
1974,2,LL,Atlantic,10,-45,1
1974,2,LL,Atlantic,10,-40,298
1974,2,LL,Atlantic,15,-40,214
1974,2,LL,Indian,20,-40,14
1974,2,LL,Indian,25,-40,4
1974,2,LL,Indian,30,-40,0
1974,2,LL,Indian,100,-10,0
1974,2,LL,Indian,105,-15,0
1974,2,LL,Indian,110,-20,0
1974,2,LL,Indian,110,-15,2
1974,2,LL,Indian,110,-10,1
1974,2,LL,Indian,115,-15,17
1974,2,LL,Indian,115,-10,1
1974,2,LL,Indian,120,-10,1
1974,2,LL,Indian,125,-45,212
1974,2,LL,Indian,130,-45,162
1974,2,LL,Indian,130,-40,1
1974,2,LL,Indian,135,-45,26
1974,2,LL,Indian,135,-40,0
1974,2,LL,Indian,140,-45,7
1974,2,LL,Indian,145,-45,2
1974,2,LL,Pacific,125,-5,0
1974,2,LL,Pacific,165,-45,9
1974,2,LL,Pacific,165,-30,0
1974,2,LL,Pacific,170,-45,242
1974,2,LL,Pacific,170,-40,7
1974,2,LL,Pacific,175,-45,29
1974,2,LL,Pacific,175,-40,1
1974,2,LL,Pacific,175,-35,0
1974,2,SURF,Indian,NA,NA,"1,945"
1974,3,LL,Atlantic,-25,-45,1
1974,3,LL,Atlantic,-25,-40,4
1974,3,LL,Atlantic,-20,-40,0
1974,3,LL,Atlantic,-10,-40,11
1974,3,LL,Atlantic,10,-45,2
1974,3,LL,Atlantic,10,-40,66
1974,3,LL,Atlantic,15,-45,17
1974,3,LL,Atlantic,15,-40,679
1974,3,LL,Indian,20,-45,14
1974,3,LL,Indian,20,-40,187
1974,3,LL,Indian,25,-45,5
1974,3,LL,Indian,25,-40,19
1974,3,LL,Indian,90,-30,1
1974,3,LL,Indian,95,-30,1
1974,3,LL,Indian,100,-45,17
1974,3,LL,Indian,100,-30,0
1974,3,LL,Indian,100,-25,0
1974,3,LL,Indian,105,-30,2
1974,3,LL,Indian,110,-20,0
1974,3,LL,Indian,110,-15,0
1974,3,LL,Indian,110,-10,1
1974,3,LL,Indian,115,-15,13
1974,3,LL,Indian,115,-10,1
1974,3,LL,Indian,115,-5,0
1974,3,LL,Indian,120,-45,2
1974,3,LL,Indian,120,-10,0
1974,3,LL,Indian,125,-45,695
1974,3,LL,Indian,130,-45,402
1974,3,LL,Indian,135,-45,114
1974,3,LL,Indian,135,-40,1
1974,3,LL,Indian,140,-50,7
1974,3,LL,Indian,140,-45,72
1974,3,LL,Indian,145,-50,47
1974,3,LL,Indian,145,-45,39
1974,3,LL,Pacific,165,-45,1
1974,3,LL,Pacific,170,-45,278
1974,3,LL,Pacific,170,-40,24
1974,3,LL,Pacific,170,-30,0
1974,3,LL,Pacific,175,-45,249
1974,3,LL,Pacific,175,-40,53
1974,3,SURF,Indian,NA,NA,"1,190"
1974,4,LL,Atlantic,-10,-40,20
1974,4,LL,Atlantic,-10,-35,11
1974,4,LL,Atlantic,-5,-40,5
1974,4,LL,Atlantic,10,-40,23
1974,4,LL,Atlantic,15,-40,327
1974,4,LL,Indian,20,-45,43
1974,4,LL,Indian,20,-40,144
1974,4,LL,Indian,25,-45,78
1974,4,LL,Indian,25,-40,628
1974,4,LL,Indian,30,-45,29
1974,4,LL,Indian,30,-40,439
1974,4,LL,Indian,35,-40,55
1974,4,LL,Indian,40,-40,25
1974,4,LL,Indian,45,-40,7
1974,4,LL,Indian,90,-30,24
1974,4,LL,Indian,90,-25,0
1974,4,LL,Indian,95,-45,2
1974,4,LL,Indian,95,-40,10
1974,4,LL,Indian,95,-30,0
1974,4,LL,Indian,100,-45,23
1974,4,LL,Indian,100,-40,1
1974,4,LL,Indian,100,-30,0
1974,4,LL,Indian,105,-30,4
1974,4,LL,Indian,110,-10,2
1974,4,LL,Indian,115,-15,0
1974,4,LL,Indian,115,-10,2
1974,4,LL,Indian,120,-45,0
1974,4,LL,Indian,120,-10,0
1974,4,LL,Indian,125,-45,18
1974,4,LL,Indian,125,-30,2
1974,4,LL,Indian,125,-10,0
1974,4,LL,Indian,130,-45,508
1974,4,LL,Indian,130,-40,0
1974,4,LL,Indian,130,-30,0
1974,4,LL,Indian,135,-45,238
1974,4,LL,Indian,140,-45,262
1974,4,LL,Indian,145,-50,30
1974,4,LL,Indian,145,-45,149
1974,4,LL,Indian,145,-35,0
1974,4,LL,Pacific,125,-5,0
1974,4,LL,Pacific,150,-45,1
1974,4,LL,Pacific,150,-35,0
1974,4,LL,Pacific,165,-45,27
1974,4,LL,Pacific,165,-40,6
1974,4,LL,Pacific,170,-45,330
1974,4,LL,Pacific,170,-40,75
1974,4,LL,Pacific,175,-45,93
1974,4,LL,Pacific,175,-40,8
1974,4,SURF,Indian,NA,NA,878
1974,5,LL,Atlantic,-10,-40,8
1974,5,LL,Atlantic,-10,-35,19
1974,5,LL,Atlantic,-5,-40,24
1974,5,LL,Atlantic,0,-40,1
1974,5,LL,Atlantic,10,-40,2
1974,5,LL,Atlantic,15,-40,3
1974,5,LL,Atlantic,15,-35,0
1974,5,LL,Indian,20,-45,14
1974,5,LL,Indian,20,-40,52
1974,5,LL,Indian,25,-40,321
1974,5,LL,Indian,30,-45,4
1974,5,LL,Indian,30,-40,269
1974,5,LL,Indian,35,-45,3
1974,5,LL,Indian,35,-40,418
1974,5,LL,Indian,40,-45,2
1974,5,LL,Indian,40,-40,407
1974,5,LL,Indian,45,-40,383
1974,5,LL,Indian,50,-40,51
1974,5,LL,Indian,90,-30,0
1974,5,LL,Indian,95,-40,9
1974,5,LL,Indian,100,-45,7
1974,5,LL,Indian,100,-40,47
1974,5,LL,Indian,100,-30,1
1974,5,LL,Indian,105,-30,3
1974,5,LL,Indian,115,-15,1
1974,5,LL,Indian,125,-45,6
1974,5,LL,Indian,125,-40,2
1974,5,LL,Indian,130,-45,60
1974,5,LL,Indian,130,-40,11
1974,5,LL,Indian,135,-45,37
1974,5,LL,Indian,135,-40,2
1974,5,LL,Indian,140,-50,22
1974,5,LL,Indian,140,-45,279
1974,5,LL,Indian,140,-40,0
1974,5,LL,Indian,145,-50,1
1974,5,LL,Indian,145,-45,254
1974,5,LL,Indian,145,-40,9
1974,5,LL,Pacific,-180,-35,0
1974,5,LL,Pacific,150,-50,1
1974,5,LL,Pacific,150,-45,73
1974,5,LL,Pacific,150,-40,1
1974,5,LL,Pacific,150,-35,5
1974,5,LL,Pacific,150,-30,0
1974,5,LL,Pacific,150,-25,0
1974,5,LL,Pacific,155,-45,2
1974,5,LL,Pacific,155,-35,1
1974,5,LL,Pacific,165,-45,0
1974,5,LL,Pacific,170,-45,98
1974,5,LL,Pacific,170,-40,193
1974,5,LL,Pacific,170,-30,0
1974,5,LL,Pacific,175,-45,4
1974,5,LL,Pacific,175,-40,59
1974,5,LL,Pacific,175,-35,165
1974,5,SURF,Indian,NA,NA,885
1974,6,LL,Atlantic,10,-15,0
1974,6,LL,Atlantic,15,-40,6
1974,6,LL,Atlantic,15,-35,0
1974,6,LL,Indian,20,-40,2
1974,6,LL,Indian,20,-35,0
1974,6,LL,Indian,25,-40,514
1974,6,LL,Indian,25,-35,11
1974,6,LL,Indian,30,-45,1
1974,6,LL,Indian,30,-40,515
1974,6,LL,Indian,30,-30,1
1974,6,LL,Indian,35,-40,461
1974,6,LL,Indian,35,-35,1
1974,6,LL,Indian,40,-40,151
1974,6,LL,Indian,40,-35,1
1974,6,LL,Indian,45,-40,185
1974,6,LL,Indian,45,-35,5
1974,6,LL,Indian,50,-40,56
1974,6,LL,Indian,50,-35,1
1974,6,LL,Indian,90,-40,3
1974,6,LL,Indian,90,-35,4
1974,6,LL,Indian,90,-30,0
1974,6,LL,Indian,95,-40,36
1974,6,LL,Indian,95,-25,0
1974,6,LL,Indian,100,-40,101
1974,6,LL,Indian,100,-30,1
1974,6,LL,Indian,100,-25,0
1974,6,LL,Indian,105,-35,0
1974,6,LL,Indian,105,-30,2
1974,6,LL,Indian,130,-45,1
1974,6,LL,Indian,130,-40,1
1974,6,LL,Indian,140,-50,10
1974,6,LL,Indian,140,-45,79
1974,6,LL,Indian,140,-40,0
1974,6,LL,Indian,145,-45,222
1974,6,LL,Indian,145,-40,469
1974,6,LL,Pacific,-180,-40,0
1974,6,LL,Pacific,-180,-35,1
1974,6,LL,Pacific,150,-40,21
1974,6,LL,Pacific,150,-35,436
1974,6,LL,Pacific,150,-30,3
1974,6,LL,Pacific,150,-25,3
1974,6,LL,Pacific,155,-35,6
1974,6,LL,Pacific,155,-30,1
1974,6,LL,Pacific,160,-30,0
1974,6,LL,Pacific,170,-45,6
1974,6,LL,Pacific,170,-30,0
1974,6,LL,Pacific,175,-40,16
1974,6,LL,Pacific,175,-35,900
1974,6,SURF,Indian,NA,NA,94
1974,7,LL,Atlantic,15,-40,28
1974,7,LL,Atlantic,15,-35,0
1974,7,LL,Atlantic,15,-30,0
1974,7,LL,Indian,20,-40,34
1974,7,LL,Indian,20,-35,2
1974,7,LL,Indian,25,-40,804
1974,7,LL,Indian,25,-35,182
1974,7,LL,Indian,30,-40,"1,113"
1974,7,LL,Indian,30,-35,13
1974,7,LL,Indian,35,-40,974
1974,7,LL,Indian,35,-35,126
1974,7,LL,Indian,40,-40,85
1974,7,LL,Indian,40,-35,28
1974,7,LL,Indian,75,-30,3
1974,7,LL,Indian,75,-25,1
1974,7,LL,Indian,80,-30,16
1974,7,LL,Indian,80,-25,1
1974,7,LL,Indian,85,-30,1
1974,7,LL,Indian,85,-25,3
1974,7,LL,Indian,90,-40,59
1974,7,LL,Indian,90,-35,8
1974,7,LL,Indian,90,-30,1
1974,7,LL,Indian,90,-20,0
1974,7,LL,Indian,95,-40,50
1974,7,LL,Indian,95,-35,13
1974,7,LL,Indian,95,-30,0
1974,7,LL,Indian,100,-40,58
1974,7,LL,Indian,100,-35,53
1974,7,LL,Indian,105,-40,8
1974,7,LL,Indian,105,-35,2
1974,7,LL,Indian,105,-30,0
1974,7,LL,Indian,110,-30,0
1974,7,LL,Indian,110,-10,0
1974,7,LL,Indian,140,-45,45
1974,7,LL,Indian,145,-45,48
1974,7,LL,Indian,145,-40,264
1974,7,LL,Pacific,-180,-35,9
1974,7,LL,Pacific,150,-40,5
1974,7,LL,Pacific,150,-35,"1,772"
1974,7,LL,Pacific,150,-30,2
1974,7,LL,Pacific,150,-25,11
1974,7,LL,Pacific,155,-35,1
1974,7,LL,Pacific,155,-30,0
1974,7,LL,Pacific,155,-25,0
1974,7,LL,Pacific,175,-35,717
1974,7,SURF,Indian,NA,NA,16
1974,8,LL,Atlantic,15,-40,0
1974,8,LL,Atlantic,15,-35,1
1974,8,LL,Indian,20,-40,40
1974,8,LL,Indian,20,-35,31
1974,8,LL,Indian,25,-40,398
1974,8,LL,Indian,25,-35,551
1974,8,LL,Indian,30,-45,2
1974,8,LL,Indian,30,-40,414
1974,8,LL,Indian,30,-35,325
1974,8,LL,Indian,35,-40,94
1974,8,LL,Indian,35,-35,317
1974,8,LL,Indian,40,-40,116
1974,8,LL,Indian,40,-35,76
1974,8,LL,Indian,65,-30,0
1974,8,LL,Indian,75,-40,0
1974,8,LL,Indian,75,-30,10
1974,8,LL,Indian,75,-25,2
1974,8,LL,Indian,80,-30,96
1974,8,LL,Indian,80,-25,4
1974,8,LL,Indian,85,-25,6
1974,8,LL,Indian,85,0,0
1974,8,LL,Indian,90,-25,1
1974,8,LL,Indian,95,-40,18
1974,8,LL,Indian,95,-35,47
1974,8,LL,Indian,95,-25,1
1974,8,LL,Indian,95,-10,0
1974,8,LL,Indian,100,-40,313
1974,8,LL,Indian,100,-35,394
1974,8,LL,Indian,100,-25,1
1974,8,LL,Indian,105,-40,59
1974,8,LL,Indian,105,-35,68
1974,8,LL,Indian,120,-40,4
1974,8,LL,Indian,135,-40,0
1974,8,LL,Indian,140,-45,55
1974,8,LL,Indian,140,-40,5
1974,8,LL,Indian,145,-45,70
1974,8,LL,Indian,145,-40,7
1974,8,LL,Pacific,-95,-25,0
1974,8,LL,Pacific,-90,-30,0
1974,8,LL,Pacific,-90,-25,0
1974,8,LL,Pacific,150,-35,843
1974,8,LL,Pacific,150,-30,8
1974,8,LL,Pacific,150,-20,0
1974,8,LL,Pacific,155,-35,4
1974,8,LL,Pacific,155,-30,0
1974,8,LL,Pacific,160,-25,0
1974,8,LL,Pacific,170,-30,2
1974,8,LL,Pacific,175,-35,228
1974,9,LL,Atlantic,0,-35,0
1974,9,LL,Atlantic,10,-35,21
1974,9,LL,Atlantic,15,-35,2
1974,9,LL,Indian,20,-35,33
1974,9,LL,Indian,25,-40,12
1974,9,LL,Indian,25,-35,285
1974,9,LL,Indian,30,-40,186
1974,9,LL,Indian,30,-35,276
1974,9,LL,Indian,35,-40,31
1974,9,LL,Indian,35,-35,219
1974,9,LL,Indian,35,-30,0
1974,9,LL,Indian,40,-40,1
1974,9,LL,Indian,40,-35,15
1974,9,LL,Indian,70,-30,0
1974,9,LL,Indian,75,-30,1
1974,9,LL,Indian,75,-25,0
1974,9,LL,Indian,80,-30,6
1974,9,LL,Indian,80,-25,1
1974,9,LL,Indian,90,-40,1
1974,9,LL,Indian,90,-35,25
1974,9,LL,Indian,90,-25,0
1974,9,LL,Indian,95,-40,145
1974,9,LL,Indian,95,-35,151
1974,9,LL,Indian,95,-25,1
1974,9,LL,Indian,100,-40,341
1974,9,LL,Indian,100,-35,217
1974,9,LL,Indian,100,-30,0
1974,9,LL,Indian,100,-25,0
1974,9,LL,Indian,105,-40,52
1974,9,LL,Indian,105,-35,26
1974,9,LL,Indian,105,-30,1
1974,9,LL,Indian,105,-25,0
1974,9,LL,Indian,110,-30,0
1974,9,LL,Indian,110,-10,1
1974,9,LL,Indian,110,-5,0
1974,9,LL,Indian,115,-40,12
1974,9,LL,Indian,115,-35,0
1974,9,LL,Indian,115,-15,1
1974,9,LL,Indian,115,-10,0
1974,9,LL,Indian,115,-5,0
1974,9,LL,Indian,120,-40,93
1974,9,LL,Indian,120,-35,0
1974,9,LL,Indian,125,-40,1
1974,9,LL,Indian,130,-40,1
1974,9,LL,Indian,135,-40,1
1974,9,LL,Indian,140,-45,23
1974,9,LL,Indian,140,-40,4
1974,9,LL,Indian,145,-45,14
1974,9,LL,Indian,145,-40,12
1974,9,LL,Pacific,-180,-35,1
1974,9,LL,Pacific,-105,-10,0
1974,9,LL,Pacific,125,-5,0
1974,9,LL,Pacific,150,-40,0
1974,9,LL,Pacific,150,-35,245
1974,9,LL,Pacific,150,-30,14
1974,9,LL,Pacific,155,-35,7
1974,9,LL,Pacific,155,-30,1
1974,9,LL,Pacific,170,-30,0
